menu_start_game_0|Viking Conquest'e hoş geldiniz.
menu_thetravel_danisharmy_l|Danimarka ordusu, Büyük Yaz Ordusu Aescendun'a vardı. Kral Aethelred ordusunu ikiye bölmüş: birisine kendisi kumanda ediyor ve diğerine de kardeşi genç Aelfred. Her bölük Ridgeway denen tarihi yolun bir tarafını kontrol ediyor. Vikingler savaş düzenine geçerlerken, Aethelred savaştan önce dua etmeye kara veriyor ve tören bitene kadar yerinden kıpırdamayı reddediyor. Ama Danlar hızla yaklaışyorlar, onların ordusu da ikiye bölünmüş durumda...
mno_choice_01_3ddarm|Aescesdun Savaşı.
menu_mega_battle_ashdown|Sakson ordusu iki tepenin üzerinde iki hakim noktaya yerleşmiş. Tepelerden birinde Kral Aethelred'in birlikleri duruyor, diğerinde de Aelfred'inkiler. Danlar hızlı hareket ediyorlar, sayıları beklenenden daha fazla ve dinlenmek ya da yeniden gruplanmak için durmuyorlar. Aethelred bunu beklemiyordu. Hala dualarına gömülü ve bitene kadar rahatsız edilmeme emri vermiş. Danlar beklemiyor. İlerleme sırasında ordularını ikiye ayırıyorlar. Bir bölük ordu komutanları Jarl Halfdan ve Kral Bagsecg yönetiminde Aethelred'in birliklerine doğru yöneliyor. Diğeri, beş diğer kumandanın yönetiminde Aelfred'in tarafına yöneliyorlar. Saksonların pozisyonundan daha yüksekte bir tepeyi ele geçirmeye başlıyorlar.Eğer buraya yerleşirlerse düşmanları karşısında yükseklik avantajına sahip olacaklar...^^{s2} Onların {reg11} adamına karşı savaşmak için senin {reg10} askerin var.
mno_encounter_attackasc|Aescesdun savaşı..
menu_svenbn_hunting|Savaş alanından aşağıya inerken silah kalıntıları, yaralı adamlar, yağmacılar, ölenlere son dualarında yardımcı olan rahipleri görüyorsun ve içinde hayatta kalmış olmanın neşesi ile karışık büyük bir perişanlık duygusu hissediyorsun. Her şeyden önce bir soruyu tekrar tekrar soruyorsun: Niye? Bunca insan ölmüşken ben niye hayattayım?^^Ama düşüncelerin ve kaderin ayrı yönlerde gidiyorlar. {s4}
mno_talk_to_leader|Onunla konuş.
menu_ashdown_battle_over|Savaş bitti. Kılıç ve kalkanların sebep olduğu gök gürültüsünden gümbürtülü sesler, kana susamış savaşçıların korku salan naraları ve muhtemelen bir uzvunu kaybetmiş, belki de son nefesini geriye kalan birkaç dakikalık hayatının acısını bastırmak için sarfeden şok içerisindeki askerlerin acı dolu çığlıkları... Hepsi kulaklarında çınlıyor. Kaba ellerin silahını kavramış şekilde, ölümün gerginliğini halen iliklerinde hissediyorsun. Başka bir mahşer yeri tecellisini daha kafan omuzlarının üzerinde atlatıyorsun. Sürekli olarak ölüme ramak kalmış şekilde; yine sürekli olarak, ellerinde güçlenen yoldaşın kılıcına güvenerek yaşamak... Bugün kazandın fakat biliyorsun ki bu krediyi başka bir günün şansından yedin. İşte o vaadesini kullandığın gün, hayatın son raddesine geldiğinde, meydana akacak o son damla kanın, seni öldürmeyi becerebilmiş yiğitin şanına şan katacak.^^Aescesdun sadece bir savaş olmaktan fazlasıdır. Yüzlerce adam bir meydanda cesurca çarpışmış ve şu an belki yine bir o kadarının bedeni yeşilliğe ölü şekilde düşmüştür. Aescesdun efsanesi şüphesiz ki gezgin şairler ve ozanlar tarafından senelerce anlatılacak, yiğitlerin akıttığı her bir damla kan ayrı bir insan evladının diline pelesenk olacaktır.
mno_aescesdun_no|Devam et.
menu_followers_camp_begin|Ordunun kalabalıklaşması tarafından çekilen bazı rahipler ve kadınlar da son zamanlarda size katıldılar, hatta bazı tüccarlar sizi takip etmek için izin istiyorlar.^^Bu, adamlarının moralini güçlendirecek birçok hizmete kolay ulaşım anlamına gelse de bu tür grupların yavaş hareket ettiğini ve senin ordunu da ağırlaştıracaklarını bilmen gerekiyor.^^Takipçilerin hizmetlerine kamp alanından ulaşılabiliyor.
mno_followers_yes|Elbette. Hoş geldiler.
mno_followers_no|Hayır. Bu bir ordu, kukla oyunu değil.
menu_followers_camp_leave|Son olaylar ve adamlarının sayısındaki hızlı azalma takipçilerin dağılmasına neden oldu...
mno_follw_yes|Hay lanet.
menu_followers_remove|Takipçilerinizi dağıtmak istediğinden emin misin? Bu takipçilerinizin orduya eşlik etmesini durduracak. Bunun adamlarının morali üzerinde güçlü bir olumsuz etkisi olabilir.
mno_remove_yes|Evet.
mno_remove_no|Hayır.
menu_sven_bullneck_readingum|Bu alanın iyi savunması ve hendeği var ve Saksonların Danları kovmaya çalıştıkları daha önceki savaştan hayatta kalanlar da mevcut. Savunmak için iyi bir yer.^^{s4}
mno_talk_to_leadermen|Onunla konuş.
mno_enter_to_talk_sven|Readingum'a yaklaş.
mno_svenreadingum_attack|Topyekün Saldırı!
mno_choice_doccingatsvf|Daha fazla adam almam lazım.
mno_encounter_savereadingum|Ayrıl.
menu_sven_halllatest|Readingum'da katliam devam ediyor, adamların hala Sven'in birliklerinden kalanlarla savaşıyorlar ama bu senin aradığın savaş değil. Boğa Boyun Sven kendisini Readingum'daki içki salonuna kapatmış, anneni ve birkaç adamını da yanına almış. Bu oyunu bitirmenin zamanı geldi...
mno_fight_svhall|Tavernaya gir.
menu_mother_death|Boğa Boyun Sven en sonunda ölü yatıyor. İntikamını aldınsa da ağzında acı bir tat var çünkü annenin ölü bedeni de Sven'in yakınlarında yatıyor. Seni büyüten ve onun için her şeyi geride bırakıp Friese'de bir şifa aradığın kadın. Son sevgi sözleri uzak bir yankı gibi kafanda tekrar ediyor.^^Boğa Boyun Sven ve annen seni götüren enerji gibiydiler ama artık ikisi de öldü. Bir boşluk hissediyorsun, sanki bir parçan onlarla gitmiş gibi.^^Tüm bu olanlardan sonra sana yalnızca hatıraların kaldı...
mno_mother_funeral|Cenaze töreni düzenle.
menu_addons_messenger|Bir haberci yaklaşıyor, dörtnala gidiyor. Önünde durur, bir nefes alır ve bağırır: ^^ '{reg59?bayan:erkek} adlı, {playername} adlı: efendimiz, Finian'ın başkabı beni gönderdi. Seni duydu ve önemli bir görev hakkında konuşmak istiyor. Bal Eachadha yakınlarındaki manastırı Finian'da onu ziyaret etmenizi istiyor. Sadece gelip onu dinlemek için 1000 dolar ödeyecek.
mno_morrigan_1|Başrahibe mesajın alındığını söyleyin.
menu_addons_messenger_morriganlair|Bir haberci yaklaşıyor, dörtnala gidiyor. Önünde durur, nefes alır ve bağırır: ^^ '{reg59?bayan:erkek} adlı {playername} adlı: savaş ağacım Olchobar mac Cinaeda ve arkadaşı Aed mac Ainmerech bana gönderdi. Morrigan'ın inisini batıya doğru buldular ve saldırmadan önce sizi bekliyorlar. '
mno_morriganlair_1|Savaş lorduna geleceğimi söyle.
menu_first_attack_morrigan|Bilirsin, Caliacas tarafından verilen talimatlara göre, yaşlı adamın yakılmış kulübesini köyden uzak değildir, ama göremezsin. Derin, soğuk ve doğal olmayan sis herşeyi patlattı ve sadece önünüzdeki hızın ne olduğunu görmenize izin veriyor. Bu yeterli değildi, kurtların uzaklarda uluyan sesleri duyuyorsunuz ... her seferinde daha da yakına yaklaşıyor. ^^ Bir sonraki ... kulaklarınız bir melodile doluyor. Morrigan seni buldu.
mno_morrigan_ambush|Savaş!
menu_morrigan_leave|Düşmanların boynuzların sesiyle koşuyor. Etrafınızdaki sis soluyor gibi görünüyor, ya da belki şimdi daha sakinsiniz, gözleriniz daha iyi görüyor. Düşmanın gitti, ama garip bir şekilde ceset bırakmadı. Adamlarının kılıçları onlara herhangi bir zayiat vermedi. ^^ Boynuzları daha yakına geliyor ve kendinizi bulduğunuz yerde erkekler girmeye başlıyor. Onlar sadece çok az, kesinlikle boynuzlarının sesinden daha az inanmana yol açtılar. Adamlarından biri liderlerini sana getiriyor.
mno_campeones_primerencuentro|Onlarla konuş.
mno_morrigan_ambush2n|Savaş!
mno_enter_morriganlairch|Şampiyona yaklaşın.
mno_leaveslmorrigan|Ayrıl.
mno_enter_maelbresail|Gir.
mno_enter_maelbresailhall|Kaç!
mno_mailbresail_attack|Savaş!
mno_leave_bresail_farm|Ayrıl.
menu_bresail_fort_visit|Bir nehrin uzak tarafında, bazı dağınık evler ve arka planda, bölgenin tarzında inşa edilmiş küçük bir kale vard. Köylüler silahlı savaşçılarınızın yaklaşımından kaçtı.
mno_enter_mbfort|Git.
mno_leave_mbfort|Ayrıl.
mno_leave_finalmbfort|Ayrıl.
menu_morrigan_dialog_final|Mael Bresail'in kalesinden ayrılırken Morrigan size yaklaşır ve konuşmak için birkaç dakikanızı ister.
mno_talk_to_morrigan|Morrigan İle Konuş.
menu_event_siege_01|Danışmanlarından biri adamların yediği yiyeceklerin içinde sıçanlar bulduğunu söylüyor. Bir miktar sağlık tedbiri ile bu önlenebilirdi!
mno_choice_01_1a|Devam.
mno_choice_01_2a|Adamlarımı yiyeceksiz bırakamam. Öldürebildiğiniz kadar çok sıçan öldürün.
menu_ratas_siege|Tüm sıçanlar yok edilmeden önce adamlarının çoğu hastalanıp ölüyor.^^Kayıpların: {s8}
mno_back_to_siegea|Tamam.
menu_event_siege_02|Kamptaki kötü hijyen dizanteriye neden oldu. Adamların etrafında ölmeye başladılar. Bir miktar sağlık tedbiri ile bu önlenebilirdi!
mno_choice_02_1b|Hastalananlara yardımcı olması için bir doktor tut (1000 pening).
mno_choice_02_2b|Yapabileceğim bir şey yok.
mno_choice_02_3b|Tanrıya dua edin.
mno_choice_02_4b|Ben ya da arkadaşlarım onları tedavi edebiliriz.
menu_enfermedad_siege|Kampında ölüm kol geziyor. Adamlarının çoğu hasta ve ölüyorlar.^^Kayıpların: {s8}
mno_back_to_siegeb|Hay lanet.
menu_enfermedad2_siege|Bazı adamlar hastalıktan ölüyorlar ama çoğu tuttuğun doktor sayesinde iyileşiyor.^^Kayıpların: {s8}
menu_enfermedad3_siege|Kampında ölüm kol geziyor. Adamlarının çoğu hasta ve ölüyorlar. Belki tanrın bir kaçını kurtardı.^^Kayıpların: {s8}
mno_back_to_sieged|Tamam.
menu_enfermedad4_siege|Şifa yeteneklerin sayesinde nice adamı kurtarmayı başardın, ama bir kısmı yine de ölüyor.^^Kayıpların: {s8}
mno_back_to_siegees|Back to siege.
menu_event_siege_03|O kadar çöp, parazit ve diğer zararlılar var ki kampın bir domuz ahırına benziyor. Adamların mutsuzlar. Bir miktar sağlık tedbiri ile bu önlenebilirdi!
mno_choice_03_4c|Tedbirler alırken ilham verici bir konuşma yaparak zaman kazanacağım.
mno_choice_03_2c|Ne yapabileceğime bakacağım.
menu_event_siege_04|Bazı düşmanlar gece sızarak yiyeceklerinden bir kısmını yakmayı başardılar. Yiyecek stokunun bir kısmı imha edildi.
mno_choice_04_1d|Örnek olsun diye, o gece nöbette olan adamları cezalandır.
mno_choice_04_2d|Hayır, hiçbir şey yapma.
menu_event_siege_05|Geceleyin adamların kampa sızarak yiyecek stoğunu yakmaya çalışan bir grup düşmanı yakalayarak öldürdüler.
mno_choice_05_1e|İşlerini iyi yaptıkları için onları tebrik et.
mno_choice_05_2e|Her birine bir savaşçı bileziği ver (300 pening).
mno_choice_05_3e|Onları bir gece izin ve en yakın genelevde harcamaları için parayla ödüllendir (200 pening).
mno_choice_05_4e|Hiçbir şey yapma, sert bir lidersin ve zayıflık göstermeyeceksin.
menu_event_siege_06|Efendim, ikmal yollarımız tehlikede olabilir. Gözcülerimiz hatlarımızın gerisinde düşman akıncıları keşfettiler.^Yeri ablukaya alarak bu tür sorunları önleyebilirdik.
mno_choice_06_1f|Yolları korumak ve düşmanı takip etmek için adam yolla. (Adamlar ana ordundan alınacaklar).
mno_choice_06_2f|Onlara, ikmal yollarına saldırmamaları için para önermek üzere haberciler yolla (500 pening ama garantisi yok).
mno_choice_06_3f|Hiçbir şey yapma (yiyeceklerinin bir kısmını kaybet ama adamlarının hayatını kurtar).
menu_encuentro_avituallamiento|İkmal yollarına saldıran düşmanları izleyerek yolları korumak için bir grup adamını yolla. Adamların düşmanı bir yerde sıkıştırarak ölümüne savaşmaya zorluyor. Bazı kayıpların var ama adamların kazanıyor ve ikmal yollarını güvenceye alıyorlar.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_back_to_siegeg2|Aferin.
menu_encuentro_avituallamiento2|{s4}
mno_back_to_siegeg3|Pekala.
menu_event_siege_07|Gözcülerimiz düşmanın ölü hayvanlar kullanarak su kaynaklarını zehirlediklerini buldular.
mno_choice_07_1g|Su satın al ve tüccarlara ikmal yolundan getirmelerini söyle (600 pening).
mno_choice_07_2g|Suyu karneye bağla ve kuyu kazma emri ver.
mno_choice_07_3g|Su olmadan kuşatma devam edemez. Kuşatmayı kaldır.
menu_sed_siege|Su tükenmek üzere ve adamların güçten düştü. Susuzluktan çıldırmış halde bazıları zehirlenmiş suyu içiyor ve ölüyorlar. En sonunda bir kuyu hazır hale geliyor ve şimdilik suya kavuşuyorsunuz. Kuşatma devam edebilir.^^Zehirli sudan doğan kayıpların:{s8}
mno_back_to_siegeh|Kaderden kaçılmaz.
menu_event_siege_08|Kötü haber: adamlarımızdan biri düşmana sığındı. Düşük moralden ya da ona para önermiş olmalarından kaynaklanabilir. Hangisi olursa olsun, düşman planlarımızdan haberdar olabilir.
mno_choice_08_1h|Morali yükseltmek için orduya 400 pening dağıt. Başka ihanet istemiyorum.
mno_choice_08_2h|Endişelenme. Her zaman planları değiştirebilirim.
mno_choice_08_3h|Endişelenme. Her zaman planları değiştirebilirim.
menu_event_siege_09|Düşman ordusundan kaçan birisi saflarımıza katıldı. Bize verdiği bilgiye göre {s2}.
mno_choice_09_1i|Saflarımıza hoş geldi.
mno_choice_09_2i|Adamlarım arasında hainler istemiyorum. Öldürün onu.
mno_choice_09_3i|Casus olduğuna eminim. Onu düşmana geri verin.
menu_event_siege_10|Adamlarımız ve düşman askerleri artık birbirlerine fazla hakaret etmiyorlar ve hatta bazen konuşuyorlar. Bu durum, saldırdığımızda adamlarımızın savaşçı ruhlarını etkileyebilir. Ne yapalım?
mno_choice_10_1j|Bırakın yapsınlar. Düşmanın savaşçı ruhu da etkileniyor.
mno_choice_10_2j|Nasıl? Yasaklayın ve ihlal edenleri cezalandırın.
menu_event_siege_11|Soğuk kış her zaman kurbanlar alır. Bazı adamlar soğuktan, gripten ve başka önemsiz hastalıklardan öldüler.^^Kayıpların: {s8}
mno_choice_11_1j|Huzur içinde yatsınlar.
menu_event_siege_12|Bir çiftçi geliyor ve kuşatma kampının yakınlarındaki bir çiftlikte yaşayan kızına adamlarından birisinin tecavüz ettiğini söylüyor. Çiftçi 100 pening kefaret parası istiyor. Ne yapacaksın?
mno_choice_12_1j|Kefareti öde.
mno_choice_12_2j|Vermeyi reddet. Düşman topraklarındasınız ve adamların ne isterlerse yapabilirler.
mno_choice_12_3j|Çiftçiyi ve kızını öldür.
mno_choice_12_4j|Kill the farmer and his daughter.
menu_no_paymentandkill|İntikam için çevre köylerden adamlar bir araya geldiler ve çevrede yiyecek arayan adamlarına saldırdılar.^^Kayıpların: {s8}
mno_choice_nppayment_2j|Lanet olsun!
menu_event_siege_13|Bir grup düşman aniden adamlarına saldırdılar ve hemen geri çekildiler.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_choice_13_1b|Bu yaygın bir durum. Dikkatli ol. (Yeri ablukaya aldığında sorun anında çözülecektir).
menu_event_siege_14|Yiyecek ararken bir grup düşman süvarisi adamlarından bir grupla karşılaştı.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_choice_14_1b|Bu yaygın bir durum. Dikkatli ol. (Yeri ablukaya aldığında sorun anında çözülecektir).
menu_event_siege_15|Çevre köylere akın yaptığımız sırada düşman güçlerinin saldırısına uğradık. Köylüler de düşmana katıldılar ve ağır kayıplar verdik.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_choice_15_1b|Bu yaygın bir durum. Dikkatli ol. (Yeri ablukaya aldığında sorun anında çözülecektir).
menu_event_siege_16|Düşman ve adamlarımız bir nehir kenarında karşılaştılar ve su için yapılan savaş iki tarafta da ağır kayıplara neden oldu.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_choice_16_1b|Bu yaygın bir durum. Dikkatli ol. (Yeri ablukaya aldığında sorun anında çözülecektir).
menu_event_siege_17|Gizli bir geçitten dışarı hücum eden düşman, hızlıca surların arkasında güvenliğe çekilmeden önce askerlerimize saldırdı.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_choice_17_1b|Bu yaygın bir durum. Dikkatli ol. (Yeri ablukaya aldığında sorun anında çözülecektir).
menu_event_siege_18|Adamlarından bazıları çevre köylerden kadınlar kaçırıp eğlenmek için kuşatma kampına getirdiler.
mno_choice_18_1b|İzin veriyorsun ve en güzel kadını istiyorsun.
mno_choice_18_2b|Adamlarına kadınları bırakmaları için emir ver ve kaçıranları cezalandır.
menu_event_siege_19|Düşman ablukayı kırmaya, adamlarımız ise onları içeride tutmaya çalışıyor.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_choice_19_1b|Adamlarından bazılarını surları güçlendirmeye yolla, bu arada ben de saldırır gibi yapacağım. Bu onları geri çekilmeye zorlayacaktır.
mno_choice_19_2b|Çabuk. Tüm adamları surların o tarafını korumaya yolla.
mno_choice_19_3b|Endişelenme, surlarımız yeterince sağlam.
menu_no_defendiendo|Düşman savunmalarımızı aştı ve ufak kamplarımızı ve kontrol noktalarımızı ateşe vererek ablukayı kırdı.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_defendiendo_1bnd|We must build the blockade again.
menu_defendiendo_circunvallation|Düşmanı püskürttük ve duvarların korumasına geri çekilmeye zorladık...^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_defendiendo_1dcir|Aferin.
menu_defendiendo_mal|Birliklerimizin burada olmasından yararlanan başka bir düşman grubu ablukanın diğer kısmını ateşe verdi.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_defendiendo_1mal|Lanet olsun!
menu_event_siege_20|Düşman hücum malzemelerimiz yakmaya çalışıyor.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_choice_20_1b|Acele et. Bir bölük adamı malzeme bölgesini desteklemek için göndermek istiyorum, bu arada ben de saldırır gibi yapacağım. Bu onları geri çekilmeye zorlayacaktır.
mno_choice_20_2b|Çabuk, tüm adamları malzeme bölgesini savunmaya yolla.
mno_choice_20_3b|Endişelenme. Adamlarımız savunmayı başaracaktır.
menu_no_defendiendo_equip|Düşman savunmalarımızı aşmayı ve malzemelerimizi ateşe vermeyi başardı.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_defendiendo_1bnde|Tekrar inşaata başlamalıyız.
menu_defendiendo_equip|Düşmanı püskürttük ve duvarların korumasına geri çekilmeye zorladık...^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_defendiendo_1heq|Aferin.
menu_defendiendo_mal_equip|Başka bir düşman grubu pozisyonlarımızı kuşattı ve diğer taraftaki kuşatma malzemelerimizi ateşe verdi.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_defendiendo_1vmal|Lanet olsun!
menu_event_siege_21|Nöbetçilerin ablukadan kaçmak için gecenin karanlığından yararlanmaya çalışan çok sayıda adam gördüler.
mno_choice_21_1b|Kaçmalarına izin verin.
mno_choice_21_2b|Hepsini öldürün.
menu_event_siege_22|Geceleyin nöbetçilerin sana koyun postları giymiş bir grup düşman gördüklerini haber veriyorlar. Tam şu anda düşman askerleri yerleşim yerine götürmek için nehir kıyısında şişelere su dolduruyorlar.
mno_atacar_emboscada_player2|Seni izlemek isteyen herkesi alarak oraya git.
mno_choice_22_1b|Koyun postundaki düşmanları pusuya düşür.
mno_choice_22_2b|Hiçbir şey yapma.
menu_victoria_ovejas|Askerlerin koyun postu giymiş düşmanı kuşattılar ve aniden üzerlerine saldırarak ölüm saçtılar.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_defendiendo_1lovej|Mükemmel!
menu_derrota_ovejas|Bu bir tuzak! Efendim, koyun postu giymiş adamlar, askerlerimizi çekip pusuya düşürmek için bir yemmiş. Duvarlarımızın korumasına dönemeden birçoğu öldürüldüler.^^Kayıpların: {s8}^^Düşman kayıpları: {s9}
mno_defendiendo_1poveja|Bu korkunç.
menu_tablas_ovejas|Adamlarınız düşmanı kuşatmak için konumlandırıldılar ama çok ağır ve gürültücüydüler. Koyun postundaki adamlar tehlikeyi sezerek hızla yerleşimlerine döndüler.
mno_defendiendo_1oveja2|Eh, bir dahaki sefere.
menu_event_siege_23|Bugün saflarımıza katılmak isteyen bir paralı asker kampa geldi. Dediğine göre kuşattığımız yerden sürgün edilen biriymiş ve intikam almak istiyormuş.
mno_choice_23_1b|Kabul edin onu.
mno_choice_23_2b|Daha fazla adama ihtiyacım yok.
menu_event_siege_24|Düşmanlarımızın ve ölü köylülerin kafalarını topladık. Düşmanın moralini bozmak ve hastalık yaymak için surların üzerinden atmamızı ister misiniz?
mno_choice_24_1b|Ne! Manyak mısın sen? Böyle bir şey yapmayın.
mno_choice_24_2b|Elbette, teslim görüşmelerinde böyle bir şey yararlı olur.
menu_cabezas_moral|Kafalar yerleşim yerine atılıyor. Dışarıdan sevdiklerini tanıyan şehirlilerin bağırışlarını ve ağlamalarını işitiyorsun. Savaş acımasız ve en korkunç düşmanlardan biri olduğunu gösterdin.
mno_defendiendo_1q|Bu teslim olmalarına yardımcı olur... ya da ölmelerine...
menu_event_siege_25|Bir tüccar geceleyin adamlarını eğlendirmek için bir grup dansçı öneriyor.
mno_choice_25_1b|Adamlarımın eylem için hazır olmaları gerekiyor, dikkatlerinin dağılmasını ya da yorulmalarını istemiyorum.
mno_choice_25_2b|Dansçıları kendin için tut (100 pening).
mno_choice_25_3b|Adamların bunu hak ediyor. Dansçıları onlar için tut (500 pening).
menu_event_siege_26|Bir grup haydut kampına yaklaşıyor. Adamların silahlarına sarılırken haydutlar silahlarını yere bırakıp savaşmak niyetinde olmadıklarını söylüyorlar. Liderleri öne çıkıp sana katılmak istediklerini söylüyor.
mno_choice_26_1b|Elbette! Ordumda yetenekli ve gelecek vaad edenlere her zaman yer var.
mno_choice_26_2b|Üzgünüm, sizin gibilere ordumda yer yok!
mno_choice_26_3b|Bir köye saldırıp şeflerinin kafasını bana getirin ki sizi dikkate almama değeceğini göreyim.
mno_choice_26_4b|Hepsini öldürün!
menu_sanguinario_p|İki saat sonra haydutlar ganimet ve birisinin kafasıyla geri geliyorlar...
menu_event_siege_27|Çok sayıda tüccar, senin kampının yakınlarında askerlerin karıları, fahişeler, sığınmacılar, çocuklar ve ordunun diğer takipçileri tarafından kurulan kampta malzeme satmak için sana geliyorlar.
mno_choice_27_1b|Paraları ve kendileri hoş geldiler.
mno_choice_27_2b|Zaten yeterince tüccar var.
mno_choice_27_3b|Öldürün ve paralarını alın.
menu_event_siege_28|Yiyeceklerinin daha uzun süre dayanması için savunmacılar kadınları, çocukları ve yaşlıları dışarı attılar. Savunma duvarınıza doğru ilerlediklerini ve yiyecek dilendiklerini görüyorsun.
mno_choice_28_1b|Bir grup askeri çocuk ve ihtiyarları öldürüp kadınları askerleri için almak üzere gönderiyorsun.
mno_choice_28_2b|Yiyecek satın alın ve dilencilere verin (1000 pening). Sonra bırakın gitsinler.
mno_choice_28_3b|Hiçbir şey vermeyin onlara. Bırakın evlerinin kapısında açlıktan ölsünler!
menu_event_siege_29|Uzun süren kuşatmaya sinirlenen askerlerinden birisi bir subayın karısına tecavüz ediyor.
mno_choice_29_1b|Görmezden gel.
mno_choice_29_2b|Askeri cezalandır.
mno_choice_29_3b|Askeri adam et.
mno_choice_29_4b|Subaya kefaret parası öde (1000 pening).
menu_lucha_oficial|Subay askeri öldürüyor ve askerin arkadaşlarıyla subaya bağlı olanlar arasında kavga çıkıyor, ölenler var.
mno_defendiendo_1z|Bu korkunç.
menu_messenger_system|Dörtnala bir haberci yaklaşıyor. Önünde duruyor, bir nefes alıp bağırıyor:^^”Efendim beni {s9}'{.a} gönderdiğin habercinin yol kıyısında ölü bulunduğunu haber vermem için gönderdi. Söylemekten üzgünüz ama gönderdiğiniz mesaj yerine ulaşmadı. Başka bir mesaj göndermek isterseniz hizmetinizde olacağız. Bizi nerede bulacağınızı biliyorsunuz.”
mno_error_1|Devam.
menu_messenger_system2|Dörtnala bir haberci yaklaşıyor. Önünde duruyor, bir nefes alıp bağırıyor:^^”Efendim beni {s9}'{.a} gönderdiğin habercinin yol kıyısında ölü bulunduğunu haber vermem için gönderdi. Söylemekten üzgünüz ama gönderdiğiniz mesaj yerine ulaşmadı. Başka bir mesaj göndermek isterseniz hizmetinizde olacağız. Bizi nerede bulacağınızı biliyorsunuz.”
mno_finish_m|Kötü şans.
menu_messenger_system_res_failure|A messenger approaches, galloping. He stops in front of you, takes a breath and shouts:^^'My masters sent me to tell you that the messenger you sent was found dead on the side of the road. We're sorry to inform you that your message never reached its destination. We will be at your disposal for any other message that you need to send. You know where to find us.'
mno_finish_m2|Kötü şans.
menu_messenger_system_res|{s4}
mno_Devam_msse|Hizmetin için teşekkür ederim.
menu_messenger_system_follow|{s4}
mno_Devam_mess2|Eh.
menu_messenger_system_gotoplace|{s4}
mno_Devam_mess3|Eh.
menu_messenger_system_patrolarea|{s4}
mno_Devam_mess4|Eh.
menu_messenger_system_besiegeplace|{s4}
mno_Devam_mess5|Eh.
menu_messenger_system_insult|{s4}
mno_Devam_mess6|Hizmetin için teşekkür ederim.
menu_messenger_system_sendgift|{s4}
mno_Devam_mess7|Hizmetin için teşekkür ederim.
menu_messenger_system_sugalliance|{s4}
mno_Devam_messeng1|Hizmetin için teşekkür ederim.
menu_messenger_system_suggestpeace|{s3}
mno_Devam_messeng2|Hizmetin için teşekkür ederim.
menu_messenger_system_declarewar|{s3}
mno_Devam_messeng3|Kendi savaşım var.
menu_random_juice_events|Olaylar
mno_leave_jui|Ayrıl.
menu_event_01_juicio|Biri uzun ve zayıf, diğer kısa ve tıknaz iki köylü bir buzağının sahipliği üzerine bir tartışma nedeniyle sana getiriliyorlar. Anlaşılıyor ki, tarlaları birbirine bitişik ve uzun olanın boğası diğerinin ineğini gebe bıraktı. Tıknaz köylü buzağının kendisinin olduğunu çünkü kendi ineğinden doğduğunu söylüyor. Uzun çiftçi ise en iyi boğasının dölü olduğu için kendisine ait olduğunu iddia ediyor ve en azından maddi olarak tazmin edilmek istiyor.
mno_choice_01_1nj|İneğin sahibi haklı. Buzağı onun, tıpkı ineğin onun olduğu gibi.
mno_choice_01_2nj|Boğanın sahibi haklı. Boğa ve buzağı onun.
mno_choice_01_3nj|İnek sahibi buzağıyı tutar ve diğerine tazminat öder.
mno_choice_01_4nj|İkisi de haklı değil. Buzağıyı eti için keseceğim ve adamlarıma biraz vereceğim!
mno_choice_01_5nj|İkisi de haklı değil. Buzağıyı öldür ve eti çiftçilere ver!
menu_event_02_juicio|{reg59?Beyim:Hanımım}, bir katil yakaladık! Bu {s4}'{.te} habercilerimizden birine saldıran adam, habercimiz hala ciddi yaralarla yatıyor. Bu kabul edilebilir bir şey değil, zira haberci sizin korumanız altındaydı. Ancak, saldırganın ilginç bir hikayesi var ve idam edilmeden önce sizinle konuşmak istiyor.^^Mahkumun hikayesi: “{reg59?Beyim:Hanımım}, habercinize saldırmak aklımın ucundan geçmezdi ama bu adam küçük kızımla yatmak istedi ve teklifi reddedildi! Ama cevabımızı kabul etmedi, üç arkadaşıyla eve girdi ve kızıma tecavüz etti; bu sırada bana da gülerek sizin halktan birinin sözüne itibar etmeyeceğinizi söyledi. Bir baba yegane çocuğunu korumak zorunda!”
mno_choice_02_1nj|Benim korumam altındaydı. Sen ve ailen idam edilecek.
mno_choice_02_2nj|Makul olacağım: sadece asılacaksınız.
mno_choice_02_3nj|Benim hizmetçim olsaydı bile, ben de aynı şeyi yapardım. Gidebilirsin.
