qstr_Breaking_camp...|Yeni kamp...
qstr_Reginhard_thinks_tha|Reginhard senin zayıf bir lider olduğunu düşünüyor.
qstr_Bodo_thinks_that_you|Bodo senin güçsüz bir lider olduğunu düşünüyor.
qstr_Brunhild_has_advised|Brunhild kendini Ragnar'ın oğlunun ellerine bırakmadan önce destek için ilk olarak {s9} ve {s11} düşmanlarına gitmeni öneriyor. 
qstr_I_m_not_sure_I_want_|Söyleyeceklerini duymak istediğimden emin değilim. (Sakin)
qstr_You_are_worrying_me_|You are worrying me, Bodo. What do you have to say? Out with it already! (Melancholic)
qstr_I_m_very_calm..._Tru|Çok sakinim... Güven bana - beni kızgın görmek istemezsin, Bodo. Sabrım tükenmek üzere. Konuş ya da fena döveceğim. (Fevri)
qstr_Whatever_you_have_to|Ne demek zorundaysan söyle. Kendimi uzun zaman önce bu an için hazırladım. (İyimser)
qstr_I_understand_my_frie|Anlıyorum dostum, fakat her şeyi bilmelisin.
qstr_Stay_calm_please._I_|Sakin ol lütfen. Her şeyi anlatacağım.
qstr_No_need_to_be_aggres|Saldırgan olmaya gerk yok. Bildiğin gibi arkadaşlarıma sadakatim sorgulanamaz. Şimdi kulaklarını iyi aç.
qstr_I_admire_your_strong|Güçlü kanına hayranım. Sana her şeyi anlatacağım.
qstr___He_puts_his_hand_o|--Elini omzuna koyup mutsuzca gülümsüyor.--
qstr___He_sighs_impatient|--Sabırsızca iç çeker.--
qstr___He_steps_back_take|--Bir adım geri gidip derin bir nefes alır ve gözlerine bakar.--
qstr_Sven_wanted_you_but_|Sven seni istedi fakat seni nerede bulacağını nasıl bildi? Kim bize ihanet etti? (Bilgelik)
qstr_Your_redemption_and_|Senin kefaretin ve benim hedefim rastlantı. (Cesaret)
qstr_I_understand_that_wh|Olan şeylere sen sebep oldun, anlıyorum fakat bu senin hatan değil. (Ilımlılık)
qstr_You_re_responsible_f|Olanlardan sen sorumlusun. Sven'den sonra sen de hayatınla ödeyeceksin. (Adalet)
qstr___He_sighs_with_anno|--Kızgınlıkla nefes veriyor.--
qstr___He_lowers_his_head|--Utanmış, başını eğiyor. Elleri yerinde duramıyor.--
qstr___He_strains_his_fac|--Yüzü gerginleşiyor ve gözlerini kırpmadan sana bakıyor.--
qstr_Info:|Bilgi:
qstr_Regarding_that_matte|Durumu düşününce Woden Ric'in güvenli olduğunu sanmıştım, yanılmışım. (Bilgelik)
qstr_Note_Bodo:_Bodo_feel|Not Bodo: Bodo dolaylı yoldan Woden Ric'deki insanların ölümünden kendini sorumlu tutuyor. 
qstr_So_our_paths_have_me|Pekala arkadaşım, yollarımız kesişti. Sana geri kalanı anlatacağım ve ortak düşmanımızın icabına birlikte bakacağız. (Cesaret)
qstr_Note_Bodo:_Bodo_felt|Not Bodo: Bodo, Woden Ric'teki insanların ölümünden kendini sorumlu tuttu fakat sen onu affettin.
qstr_Thanks_for_your_trus|Güvenin için teşekkürler. Buna layık olmaya çalışacağım. (Ilımlılık)
qstr_That_would_be_just._|Bu adil olurdu. Hasarı karşılarım. Boğa Boyunlu Sven ölürse, başımı kılıcının altına koyarım. (Adalet)
qstr_Note_Bodo:_Bodo_is_i|Not Bodo: Bodo, Woden Ric'teki insanların ölümünden sorumlu. Adalet iç güdün Boğa Boyunlu Sven öldükten sonra onun da ölmesi gerektiğini söylüyor. Kendini onu öldürmeye adadın.
qstr___He_shrugs.__|--Omuz silkiyor.--
qstr_Finally_all_roads_le|Nihayet tüm yollar {s11} 'Snake in the Eye.'a çıktı. Boğa Boyunlu Sven anneni yanında götürdü çünkü {s11} Bodo'nun annene verdiği bir şeyi ve söylediği her önemli şeyi istiyor. Sven Bodo yerine annenin o şeyi taşıdığını düşünüyor. Bu yüzden annen hala hayatta. Sven düzeni farkedip anneni öldürmeden acele etmelisin. 
qstr_Finally_all_roads_lea|Nihayet tüm yollar {s11} 'Snake in the Eye.'a çıktı. Boğa Boyunlu Sven anneni yanında götürdü çünkü {s11} Bodo'nun annene verdiği bir şeyi ve söylediği her önemli şeyi istiyor. Sven Bodo yerine annenin o şeyi taşıdığını düşünüyor. Bu yüzden annen hala hayatta. Sven düzeni farkedip anneni öldürmeden acele etmelisin. 
qstr___He_takes_the_mead_|--Likör şişesini kafasına dikip uzun uzun içiyor ve sonra sana bakıyor. --
qstr_You_don_t_trust_me._|Bana güvenmiyorsun. Anlıyorum, burada yeniyim. Belki de gitmeliyim. (Sakin)
qstr_I_see..._Something_m|Anlıyorum... Bir şey seni sinirlendirmiş. (Hüzünlü)
qstr_Look_at_me._Who_else|Bana bak. Buraya gelip kim senle oturuyor? Hiçkimse!(Fevri)
qstr_You_looked_like_some|Bir arkadaş varlığına müteşekkir olacak birine benziyordun ama istemiyorsan gidebilirim. (Neşeli)
qstr_{s21}_seems_happy.|{s21} mutlu görünüyor.
qstr_Please_do_not_leave!|Lütfen gitme! Birlikte konuşup içmeye devam edelim!
qstr_Nervous?_Me?_No_mate|Gergin mi? Ben mi? Hayır dostum. Ben tehlikeliyim.
qstr_I_ve_just_gotten_to_|Ben seni yeni tanıyorum ve sen bana dostum diyorsun. Bence dostluğunu kanıtlamalısın ya da birilerinin seni benden bilgi koparmak için yolladığını düşüneceğim.
qstr___He_smiles_drinks_a|--Gülümsüyor, tekrar içiyor ve sen dudaklarından çenesine akan liköre bakıyorsun. Geğiriyor. --
qstr___He_seems_not_hear_|--Seni duymamış gibi görünüyor. Aklındaki bir fikir yüzüne neşe yayıyor.--
qstr_{s11}_wants_you_to_m|Adda'yı {s4}'e eklemek için {s11} senden Frisyalı dullar ve yetimler için bağış yapmanı istiyor. Dükkanı iskelede.
qstr___He_looks_happy_to_|--Seni duyduğu için mutlu görünüyor.--
qstr___He_looks_at_you_wi|--Dikkatle sana bakıyor.--
qstr_You_have_decided_to_|Asturias kralının mektubunu Batı Seaxe kralına vermeye karar veriyorsun. Onu {s11}{.e} götür.
qstr_You_have_decided_to_g|Mektubu Ragnar'ın oğullarına vermeye karar veriyorsun. Onu {s11}'e götür.
qstr___Bodo_seems_overcom|--Bodo neşe ile üstesinden gelmiş görünüyor.--
qstr_Note_Bodo:_With_your|Not Bodo: Asturia kralının mektubunu Danimarkalılara verme kararın Bodo'yu ihanete uğramış gibi hissettiriyor. Cantabrian tarafını terkediyor ve onu aramaya gidersen seni öldürmekle tehdit ediyor.
qstr___His_face_goes_from|--Yüzü şaşkınlıktan kontrolsüz bir kızgınlığa dönüyor.--
qstr___Brunhild_comes_up_|--Brunhild yanına gelip seni sıkıca kucaklıyor.--
qstr___His_eyes_are_a_wel|--Gözleri bir üzüntü kaynağı ve gözyaşları yanaklarından süzülüyor.--
qstr___Egil_bares_his_tee|--Egil dişlerini sıkıyor. Kızgın görünüyor.--
qstr_Note_Reginhard:_Regi|Not Reginhard: Reginhard meclisten önünde sana ihanet etmişti ve kurul tarafından kararlaştırılan bir düelloda onu öldürmek zorunda kaldın.
qstr_Your_men_think_that_|Adamların senin güçlü bir lider olduğunu düşünüyor.
qstr___He_seems_surprised|--Şaşırmış görünüyor fakat şaşkınlığının yerini kısa sürede kızgınlığı alıyor.--
qstr_Your_men_think_that_y|Adamların senin zayıf bir lider olduğunu düşünüyor.
qstr_Note_Egil:_Reginhard|Not Egil: Reginhard meclisten önünde sana ihanet etti fakat onu affettin. Ancak Egil kararını beğenmedi ve kurul tarafından kararlaştırılan bir düelloda onu öldürmek zorunda kaldın. 
qstr_Note_Egil:_Reginhard_|Not Egil: Reginhard kurulda sana ihanet etti ama sen onun hayatını bağışladın. Ancak, Egil kararını kabul etmedi ve Thing yasalarına göre bir düelloda onu öldürmek zorunda kaldın. ^Sonunda Reginhard'ı ihanetini affedemediğinden tarafından uzaklaştırdın.  
qstr_Note_Egil:_Reginhard_b|Not Egil: Reginhard kurulda sana ihanet etti ama sen onun hayatını bağışladın. Ancak, Egil kararını kabul etmedi ve Thing yasalarına göre bir düelloda onu öldürmek zorunda kaldın..^Sonunda Reginhard'ı ihanetini affedemediğinden öldürdün.
qstr___Reginhard_gathers_|--Reginhard eşyalarını toplayıp ayrılıyor.--
qstr_Your_men_think_that_yo|Adamların senin zor bir lider olduğunu düşünüyor.
qstr___You_approach_Regin|--Reginhard'a yaklaşıp boğazını bir bıçakla derinden kesiyorsun. Düşüşünü, kan kaybedişini gözleri kapanana dek izliyorsun.--
qstr_Your_men_think_that_you|Adamların senin zor bir lider olduğunu düşünüyor.
qstr___He_seems_happy_to_|--Seni duyduğu için mutlu.--
qstr_Your_men_think_that_you_|Adamların senin güçlü bir lider olduğunu düşünse de Egil'in karizmasını özleyecekler.
qstr___He_pushes_the_jar_|--Çanağı yana itip başını düşürüyor.--
qstr___He_looks_at_you_wit|--Gözleri yaşlı sana bakıyor.--
qstr_Reginhard_has_joined|Reginhard size katıldı. Thiaderd ve adamlarının Dorestad doğusunda dağ eteklerinde olduklarını söyledi.  Thiaderd'ın grubu güçlü. Belki seni destekleyecek geniş bir gruba ihtiyacın olabilir.
qstr_{s21}_seems_unhappy.|{s21} mutsuz görünüyor.
qstr_high|yüksek
qstr_low|düşük
qstr_normal|normal
qstr_Christianity|Hristiyanlık
qstr_Norse_gods|Nors Tanrıları 
qstr_The_subjects_of_our_|Krallığımızın vatandaşları artık resmen {s4} inancındalar. Kayıtların gösterdiği üzere {reg13} insan bizim inancımızı benimsemiş durumda.
qstr_The_subjects_of_our_k|Krallığımızın vatandaşları artık resmen {s4} inancındalar. Kayıtların gösterdiği üzere {reg13} insan bizim inancımızdan vazgeçmiş durumda.
qstr_the_{s12}|{s12}
qstr_the_{s11}_and_{s12}|{s11} ve {s12}
qstr_the_{s11}_{s12}|{s11}, {s12}
qstr_We_are_quite_happy_n|Kimseyle savaşta olmadığımız için mutluyuz.
qstr_We_are_at_war_with_{|{s12} ile savaştayız.
qstr___He_seems_pleased._|--Memnun görünüyor.--
qstr___He_seems_upset.__|--Üzgün görünüyor.--
qstr___He_seems_distresse|--Stresli görünüyor.--
qstr___He_looks_at_you_with|--Omuzları düşük sana bakıyor. Tamamen kederli biri gibi görünüyor.--
qstr___He_looks_with_grie|--Üzüntüyle bakıyor.--
qstr___He_spits_on_the_gr|--Yere tükürüyor, yüz hatları sert, üzüntü yerini kızgınlığa bırakıyor.--
qstr_Thiaderd_is_dead._Br|Thiaderd öldü. Haberi {s3} beyine ver.
qstr___He_looks_over_your|--Omzunun üzerinden uzaklara bakıyor.--
qstr___He_puts_his_hand_on|--Elini omzuna koyup gülümsüyor.--
qstr___He_turns_away_from|--Yüzünü ekşiterek sana sırtını dönüyor.--
qstr___He_nods._You_note_|--Onaylıyor. Gözlerindeki endişeyi farkediyorsun.--
qstr_{playername}_when_we|{playername}, uzun yolumuza çıktığımızda sadece birkaç kişi beni destekleme cesaretini gösterdi. Ve ancak birkaçı hala benim davam için hayatlarını riske atar. Fakat sen benim düşmanlarımın önüne atılmakta bir dakika bile tereddüt etmedin. Birlikte çok yol aldık ve tüm umudumu kaybetmek üzere olduğum zamanlar oldu. Ama üstesinden geldik. Şimdi senin koruma duvarını bırakıp hakkımla benim olanı alma zamanı. şu andan itibaren {s3}'i yönetmenin büyük sorumluluğunu taşıyacağım. Önümüzde hala bir çok zorluk var ve bunların üstesinden gelmede senin yardımına güveniyorum. Ve tabii ki sen her zaman benim en önemli çalışanım olarak kalacaksın.
qstr_Find_and_speak_with_|{s4}{.nin} {s3}{.i} ona bağlılık yemini etmeni istedi.
qstr__We_will_of_course_n| Krallık seferini sonlandırana kadar bekleyecağiz tabii ki. 
qstr_I_do_not_like_this_b|Bunu sevmiyorum ama her şey çok kötü. Garanti verebilir misin?
qstr_Well_I_guess_I_can_a|Tamam, Sanırım yenilgiyi itiraf edebilirim. Bizi iyi davranacağını tahmin ediyorum, yanlış mıyım? 
qstr_Perhaps..._Do_you_gi|Belki... Bize iyi davranacağınıza onurunuz üzerine yemin eder misiniz? 
qstr_There_comes_a_time_w|Her iyi liderin adamlarının refahından sorumlu olacağı zamanlar gelecek. Bize iyi davranacağınıza onurunuz üzerine yemin eder misiniz?
qstr_The_fort_has_been_de|Kale aslanlar tarafından savunuldu ve biz onu başımız yukarda bıraktık. Güvenliğimizi garanti ediyor musun?
qstr_Well_I_guess_I_can_ad|Tamam, Sanırım yenilgiyi itiraf edebilirim. Kaleden ayrılabiliriz fakat bize saldırmayacağının sözünü isterim.
qstr_We_are_ready_to_leav|Bizi rahat bırakacağına onurun üzerien söz verirsen bu kaleyi sana bırakıp gitmeye hazırız. 
qstr_There_comes_a_time_wh|Her iyi liderin adamlarının refahından sorumlu olacağı zamanlar geliyor. Kaleyi terkediyoruz. Bize saldırmayacağına söz vermeni istiyorum.
qstr_You_re_nothing_but_s|Pislikten başka bir şey değilsin. Seni öldürmeden gitsen iyi olur.
qstr_You_re_wasting_your_|Zamanını harcıyorsun. Saldır bize -- cesaretin varsa.
qstr_You_have_called_me_f|beni bunun için mi çağırdın? Senin istemenle asla teslim olmayız.
qstr_Surrender?_Hah!_We_c|Teslim olmak mı? Hah! Bir çoğunuz bunu yapamayacakken biz bu duvarları hepimiz yaşalanıncaya kadar tutarız.
qstr_8000|8000
qstr_5000.|5000.
qstr_3000|3000
qstr_2000.|2000.
qstr_1000|1000
qstr_{s6}_has_joined_your|{s6} tarafına katıldı.
qstr_{s1}_Rebels|{s1} Ayaklanmaları
qstr_I_am_{s4}_the_ruler_|Ben {s4}, {s6}{.nin} yöneticisi.
qstr_I_am_{s4}_a_vassal_o|Ben {s4}, {s6}{.nin} çalışanı.
qstr_{s7}_and_{s8}|{s7} ve {s8}
qstr_{s9}{reg5?_and_the_l|{s9}{reg5? ve {s8} beyi.:.
qstr_My_name_is_{s4}_and_|Benim adım {s4} ve {s8}'dan geliyorum. Savaş alanında macera ve zafer arıyorum.
qstr___The_ugly_face_of_a|--Gülen bir adamın çirkin yüzü önünde belirir.--
qstr_Fergus_Mael_Bresail_|Fergus, Mael Bresail in çiftlikteki adamı, ziyafetin yirmi beş kişi için hazır olduğunu söyledi. Daha fazla adamını getirmelisin.
qstr_Fergus_Mael_Bresail_s|Fergus, Mael Bresail's man at the farm, told you that the feast was prepared for twenty-five people. You must dismiss or leave the rest of your men at a nearby camp. Then, return to him.
qstr_Around_you_everybody|Etrafında, ziyafet başladığında herkes çiftlikte meşgul olur.
qstr_The_chronicler_has_p|Norse şehirlerini fethedip kendini Norse'nin Konungr'u olduğunu dünyaya ilan ettiğinde Vakanüvis, hayatın hakkında yazacağına söz verdi.: {s3}, {s9} ve {s11}.
qstr_The_chronicler_has_pr|Britanya şehirlerini fethedip kendini Britanya'nın Vrenhin Lloegr'i olduğunu dünyaya ilan ettiğinde Vakanüvis, hayatın hakkında yazacağına söz verdi.: {s3}, {s9} ve {s11}.
qstr_The_chronicler_has_pro|Goidelic şehirlerini fethedip kendini Eriu'nun Ard Ruire'i olduğunu dünyaya ilan ettiğinde Vakanüvis, hayatın hakkında yazacağına söz verdi.: {s3}, {s9} ve {s11}.
qstr_The_chronicler_has_prom|Angle and Sakson şehirlerini fethedip kendini tüm Englaland'ın Brytenwalda'sı olduğunu dünyaya ilan ettiğinde Vakanüvis, hayatın hakkında yazacağına söz verdi.: {s3}, {s9} ve {s11}.
qstr_Mael_Bresail_has_use|Mael Bresail seni Flaithbertach'ın çocuklarını öldürmek için kullandı. Şimdi, Kuzey İrlanda lordlarının çoğu, kraliyet katili olduğunuz için senden nefret ediyor. Seçenekleriniz sınırlı, ancak hepsi {s3} yakınlarındaki bir çiftlikte Maelfail ile buluşmayı düşünüyorlar gibi görünüyor. Sana çok fazla pening vereceğine söz verdi. Bu toplantıdaki karar ne olursa olsun kaderini belirleyecek.
qstr_Mael_Bresail_has_used|Mael Bresail seni Flaithbertach'ın çocuklarını öldürmek için kullandı. Şimdi, Kuzey İrlanda lordlarının çoğu, kraliyet katili olduğunuz için senden nefret ediyor. Seçenekleriniz sınırlı, ancak hepsi {s3} yakınlarındaki bir çiftlikte Maelfail ile buluşmayı düşünüyorlar gibi görünüyor. Bu toplantıdaki karar ne olursa olsun kaderini belirleyecek.
qstr_Note_4:_You_chose_to|Not 4: Viking mahkumunu {s3}{.de} öldürmeyi seçtin.
qstr_Note_4:_Morrigan_for|Not 4: Morrigan seni Mael Bresail'in hayatını sona erdirmeye zorluyor.
qstr_Note_4:_You_killed_M|Not 4: Mael Bresail'i çiftlikteki pusunun intikamı için öldürdün.
qstr_Morrigan_has_died._R|Morrigan öldü. Ödülünü ve belki de bazı cevapları almak için başrahibe geri dön.
qstr_Note_3:_You_chose_to|Not 3: İhaneti ve Boğa Boyunlu Sven'in yardımcısı Siguard ile ittifakı nedeniyle Kennemer beyinin düşmanı olmayı seçtin.  Kellen için suikastçi göndereceğini biliyorsun. 
qstr_Oh_I_m_no_murderer..|Ah, ben katil değilim... Sadece Bal Luighne'a yardım etmeye çalışıyorum. (Sakin)
qstr_My_duty_is_but_to_pr|Benim görevim Bal Luighne halkını korumak. (Melankolik)
qstr_I_am_not_a_murderer.|Ben katil değilim. Bal Luighne'a saldırdın ve şimdi seni öldüreceğim. (Fevri)
qstr_My_only_goal_is_to_k|Tek amacım Bal Luighne'a yaptığın şey için seni öldürmek, cadı. (İyimser)
qstr_Morrigan_has_joined_|Morrigan partinize katıldı. Ödülünü ve belki de bazı cevapları almak için başrahibe dön.
qstr_Note_3:_You_chose_to_|Not 3: Morrigan'ın yaşamını bağışladınız ve Mael Bresail'in cevaplarını aramayı seçtiniz. Morrigan kalkan duvarına katıldı.
qstr_My_parents_gave_me_t|Ailem bana {playername} adını verdi. Ben beklediğin üçüncü şampiyonum. (Sakin)
qstr_Well_I_am_{playernam|Eh, ben {playername}, üçüncü şampiyon. (Melankolik)
qstr_My_name_is_{playerna|Benim adım {playername}, üçüncü ve en önemli şampiyon. (Fevri)
qstr_I_am_{playername}._A|Ben {playername}. Üçüncü şampiyon olarak, seninle tanışmaktan onur duyuyorum. (İyimser)
qstr_Ah_well_we_were_wait|Ah, yanmış eski paganın evinde bekliyorduk. Bizi uzunca bir süre beklettin.
qstr_Now_you_decide_to_sh|Şimdi ortaya çıkmaya karar verdin. Geç geldin.
qstr_Yes_yes_I_see_and_yo|Evet, evet, anlıyorum, bir büyükannen var. Her neyse, gelişiniz için birkaç gün bekledik ama buna değeceğinden emin değilim.
qstr_Short_and_polite!_Th|Kısa ve kibar! Bu güzel. Geç olması çok kötü olduğu gibi, uygun tören için bize zaman bırakmadınız.
qstr_After_being_defeated|Morrigan tarafından yenildikten sonra, diğer iki şampiyon Aed ve Olchobar ile tanıştınız. Onlarla konuştuktan sonra, yolları ayırdınız. {s3}'e geri dönerken Morrigan'ı takip edecekler. Caliacas'ın sorunları var gibi görünüyor.
qstr_Note_2:_Despite_thei|Not 2: Korkaklarına ve Morrigan'ı yenmeye yardım etmeyi reddetmesine rağmen, Morrigan'ın inindeki diğer iki şampiyonun hayatlarını bağışladın.
qstr_Note_2:_You_chose_ki|Not 2: Morrigan'ın inindeki korkaklıkları için diğer şampiyonları öldürmeyi seçtiniz.
qstr_Note_3:_Without_rega|Not 3: Ulf'un kurallarını hiçe sayıp Egil ve Thora'nın görüşmesine izin verdin.
qstr_Note_3:_You_decided_|Not 3: Ulf'un kurallarına saygı duyup kızı Thora'yı korumaya karar verdin.
qstr_Note_3:_Without_regar|Not 3: Ulf'un kurallarını hiçe sayıp, kızı Thora ile aşk yaşamaya karar verdin.
qstr_{s9}_has_good_relati|{s9} ile iyi ilişkiler içindesin.
qstr___Ulf_seems_very_hap|--Ulf çok mutlu görünüyor. Elinde, Orm Svarti'nin kılıcını ve zincir zırhını taşıyor. --
qstr_Thanks_for_sharing_y|Yemek ve içkini bizle paylaştığın için teşekkürler Ulf. (Sakin)
